census_2010_tract_id,city_id,count,tractcity_id
53061052207,95,12,1203
53061053602,95,9,1204
53061053803,95,8,1205
53061990002,95,11,1206
53061051905,96,44,1207
53061051913,96,1204,1208
53061051914,96,1269,1209
53061051300,97,4,1210
53061051905,97,14,1211
53061051913,97,411,1212
53061051914,97,267,1213
53061041703,98,152,1214
53061041704,98,22,1215
53061050101,98,3,1216
53061050200,98,1408,1217
53061050300,98,2020,1218
53061050401,98,2231,1219
53061050402,98,1763,1220
53061050500,98,2126,1221
53061050600,98,1,1222
53061050700,98,1813,1223
53061050800,98,788,1224
53061050900,98,867,1225
53061051000,98,3,1226
53061051500,98,38,1227
53061051601,98,19,1228
53061052003,98,126,1229
53061052007,98,195,1230
53061990002,98,4,1231
53061041703,99,12,1232
53061041704,99,37,1233
53061042003,99,1,1234
53061050101,99,832,1235
53061050200,99,178,1236
53061051601,99,36,1237
53061041606,100,2,1238
53061041608,100,39,1239
53061041701,100,1,1240
53061041703,100,10,1241
53061041704,100,320,1242
53061051923,100,57,1243
53061051927,100,4,1244
53061052003,100,618,1245
53061052004,100,2005,1246
53061052005,100,1451,1247
53061052006,100,746,1248
53061050900,101,1,1249
53061051000,101,1067,1250
53061051100,101,1468,1251
53061051200,101,1309,1252
53061051300,101,1787,1253
53061051400,101,7,1254
53061051905,101,43,1255
53061051914,101,1,1256
53061041703,102,45,1257
53061041704,102,5,1258
53061041811,102,161,1259
53061050101,102,226,1260
53061050102,102,1041,1261
53061050200,102,90,1262
53061051601,102,116,1263
53061051802,102,501,1264
53061051803,102,315,1265
53061051804,102,907,1266
53061051905,102,2369,1267
53061041701,103,1,1268
53061041703,103,1506,1269
53061041704,103,778,1270
53061050200,103,137,1271
53061050300,103,71,1272
53061051500,103,38,1273
53061051602,103,73,1274
53061051804,103,70,1275
53061051921,103,415,1276
53061051923,103,1554,1277
53061051924,103,716,1278
53061051927,103,1545,1279
53061051928,103,408,1280
53061052003,103,2124,1281
53061052005,103,4,1282
53061052006,103,681,1283
53061052007,103,1511,1284
53061052107,103,744,1285
53061052115,103,507,1286
53061052118,103,1,1287
53061041703,104,141,1288
53061051803,104,71,1289
53061051804,104,169,1290
53061051927,104,442,1291
53061051928,104,514,1292
53061051913,105,88,1293
53061051914,105,83,1294
53061051915,105,2245,1295
53061051916,105,419,1296
53061051917,105,1017,1297
53061051921,105,613,1298
53061051922,105,1359,1299
53061051924,105,633,1300
53061051925,105,1157,1301
53061051926,105,783,1302
53061052107,105,233,1303
53061052104,106,1074,1304
53061052705,106,2474,1305
53061052707,106,1024,1306
53061052708,106,1776,1307
53061052709,106,406,1308
53061052803,106,1982,1309
53061052804,106,2571,1310
53061052805,106,1567,1311
53061052806,106,2323,1312
53061052903,106,1317,1313
53061052904,106,1612,1314
53061052905,106,844,1315
53061052906,106,1510,1316
53061053101,106,305,1317
53061053102,106,140,1318
53061940001,106,1,1319
53061041811,107,1600,1320
53061041812,107,743,1321
53061051804,107,20,1322
53061041901,108,1123,1323
53061042003,108,1258,1324
53061042004,108,1456,1325
53061042005,108,691,1326
53061041601,109,1535,1327
53061041605,109,1255,1328
53061041606,109,1106,1329
53061041607,109,1291,1330
53061041608,109,2425,1331
53061041701,109,949,1332
53061041806,109,624,1333
53061041808,109,436,1334
53061041809,109,467,1335
53061041810,109,267,1336
53061041811,109,165,1337
53061041812,109,144,1338
53061052104,109,20,1339
53061052203,110,1187,1340
53061052204,110,1754,1341
53061052206,110,1,1342
53061052207,110,92,1343
53061052208,110,1057,1344
53061052209,110,755,1345
53061052701,111,9,1346
53061052803,111,389,1347
53061053504,111,1613,1348
53061053507,111,1858,1349
53061053508,111,1231,1350
53061053509,111,1157,1351
53061052104,112,2,1352
53061052301,112,2,1353
53061052401,112,1408,1354
53061052402,112,1330,1355
53061052502,112,738,1356
53061052504,112,19,1357
53061053602,112,1,1358
53061052104,113,28,1359
53061052502,113,1,1360
53061052503,113,2657,1361
53061052504,113,262,1362
53061052603,113,745,1363
53061052604,113,1483,1364
53061052605,113,2130,1365
53061052606,113,627,1366
53061052607,113,190,1367
53061052706,113,1688,1368
53061052707,113,489,1369
53061053602,113,36,1370
53061053802,114,1904,1371
53061053803,114,22,1372
53061050600,115,550,1373
53061050700,115,25,1374
53061990002,115,1,1375
53061053700,116,833,1376
53061053803,117,405,1377
53061050800,118,1445,1378
53061051000,119,1,1379
53061051100,119,2,1380
53061051300,119,7,1381
53061041301,120,2112,1382
53061041304,120,29,1383
53061041901,120,296,1384
53061042001,120,1995,1385
53061042004,120,1,1386
53061042005,120,1501,1387
53061042006,120,638,1388
53061990002,120,3,1389
53061052709,121,57,1390
53061052803,121,18,1391
53061053102,121,2,1392
53061052503,122,1,1393
53061052504,122,26,1394
53061052603,122,1,1395
53061052604,122,58,1396
53061052605,122,16,1397
53061052606,122,736,1398
53061052607,122,1162,1399
53061053201,123,2,1400
53061053301,123,2415,1401
53061053302,123,118,1402
53061052701,124,16,1403
53061053504,124,77,1404
53061053508,124,61,1405
53061053509,124,30,1406
53061052203,125,522,1407
53061052204,125,21,1408
53061052207,125,50,1409
53061052209,125,1,1410
53061052104,126,1,1411
53061052105,126,67,1412
53061052401,126,1,1413
53061052402,126,2,1414
53061052502,126,439,1415
53061052504,126,58,1416
53061990002,126,4,1417
53061052003,127,177,1418
53061052105,127,1,1419
53061052114,127,1346,1420
53061052115,127,1754,1421
53061052118,127,1832,1422
53061053803,128,863,1423
53061053602,129,299,1424
53061053604,129,1090,1425
53061053301,130,99,1426
53061053302,130,7,1427
53061053801,131,219,1428
53061051912,132,116,1429
53061051926,132,44,1430
53061052108,132,89,1431
53061052112,132,9,1432
53061053602,133,47,1433
53061053604,133,32,1434
53061041901,134,138,1435
53061041903,134,16,1436
53061041905,134,4,1437
53061053802,135,147,1438
53061053803,135,29,1439
53061050600,136,12,1440
53061053700,137,69,1441
53053070307,138,1,1442
53053070315,138,1233,1443
53053070316,138,508,1444
53053073301,138,4,1445
53061051915,139,450,1446
53061051916,139,1100,1447
53061051917,139,561,1448
53061051918,139,1481,1449
53061051921,139,1,1450
53061051922,139,343,1451
53061051925,139,1205,1452
53053070703,141,1848,1453
53053940002,141,54,1454
53053940009,141,49,1455
53053073301,142,177,1456
