"TAZ"	"COUNTY_FIP"	"COUNTY_NM"
2873	53	"Pierce"
2874	53	"Pierce"
2875	53	"Pierce"
2876	53	"Pierce"
2877	53	"Pierce"
2878	53	"Pierce"
2879	53	"Pierce"
2880	53	"Pierce"
2881	53	"Pierce"
2882	53	"Pierce"
2883	53	"Pierce"
2884	53	"Pierce"
2885	53	"Pierce"
2886	53	"Pierce"
2887	53	"Pierce"
2888	53	"Pierce"
2889	53	"Pierce"
2890	53	"Pierce"
2891	53	"Pierce"
2892	53	"Pierce"
2893	53	"Pierce"
2894	53	"Pierce"
2895	53	"Pierce"
2896	53	"Pierce"
2897	53	"Pierce"
2898	53	"Pierce"
2899	53	"Pierce"
2900	53	"Pierce"
2901	53	"Pierce"
2902	53	"Pierce"
2903	53	"Pierce"
2904	53	"Pierce"
2905	53	"Pierce"
2906	53	"Pierce"
2907	53	"Pierce"
2908	53	"Pierce"
2909	53	"Pierce"
2910	53	"Pierce"
2911	53	"Pierce"
2912	53	"Pierce"
2913	53	"Pierce"
2914	53	"Pierce"
2915	53	"Pierce"
2916	53	"Pierce"
2917	53	"Pierce"
2918	53	"Pierce"
2919	53	"Pierce"
2920	53	"Pierce"
2921	53	"Pierce"
2922	53	"Pierce"
2923	53	"Pierce"
2924	53	"Pierce"
2925	53	"Pierce"
2926	53	"Pierce"
2927	53	"Pierce"
2928	53	"Pierce"
2929	53	"Pierce"
2930	53	"Pierce"
2931	53	"Pierce"
2932	53	"Pierce"
2933	53	"Pierce"
2934	53	"Pierce"
2935	53	"Pierce"
2936	53	"Pierce"
2937	53	"Pierce"
2938	53	"Pierce"
2939	53	"Pierce"
2940	53	"Pierce"
2941	53	"Pierce"
2942	53	"Pierce"
2943	53	"Pierce"
2944	53	"Pierce"
2945	53	"Pierce"
2946	53	"Pierce"
2947	53	"Pierce"
2948	53	"Pierce"
2949	53	"Pierce"
2950	53	"Pierce"
2951	53	"Pierce"
2952	53	"Pierce"
2953	53	"Pierce"
2954	53	"Pierce"
2955	53	"Pierce"
2956	53	"Pierce"
2957	53	"Pierce"
2958	53	"Pierce"
2959	53	"Pierce"
2960	53	"Pierce"
2961	53	"Pierce"
2962	53	"Pierce"
2963	53	"Pierce"
2964	53	"Pierce"
2965	53	"Pierce"
2966	53	"Pierce"
2967	53	"Pierce"
2968	53	"Pierce"
2969	53	"Pierce"
2970	53	"Pierce"
2971	53	"Pierce"
2972	53	"Pierce"
2973	53	"Pierce"
2974	53	"Pierce"
2975	53	"Pierce"
2976	53	"Pierce"
2977	53	"Pierce"
2978	53	"Pierce"
2979	53	"Pierce"
2980	53	"Pierce"
2981	53	"Pierce"
2982	53	"Pierce"
2983	53	"Pierce"
2984	53	"Pierce"
2985	53	"Pierce"
2986	53	"Pierce"
2987	53	"Pierce"
2988	53	"Pierce"
2989	53	"Pierce"
2990	53	"Pierce"
2991	53	"Pierce"
2992	53	"Pierce"
2993	53	"Pierce"
2994	53	"Pierce"
2995	53	"Pierce"
2996	53	"Pierce"
2997	53	"Pierce"
2998	53	"Pierce"
2999	53	"Pierce"
3000	53	"Pierce"
3001	53	"Pierce"
3002	53	"Pierce"
3003	53	"Pierce"
3004	53	"Pierce"
3005	53	"Pierce"
3006	53	"Pierce"
3007	53	"Pierce"
3008	53	"Pierce"
3009	53	"Pierce"
3010	53	"Pierce"
3011	53	"Pierce"
3012	53	"Pierce"
3013	53	"Pierce"
3014	53	"Pierce"
3015	53	"Pierce"
3016	53	"Pierce"
3017	53	"Pierce"
3018	53	"Pierce"
3019	53	"Pierce"
3020	53	"Pierce"
3021	53	"Pierce"
3022	53	"Pierce"
3023	53	"Pierce"
3024	53	"Pierce"
3025	53	"Pierce"
3026	53	"Pierce"
3027	53	"Pierce"
3028	53	"Pierce"
3029	53	"Pierce"
3030	53	"Pierce"
3031	53	"Pierce"
3032	53	"Pierce"
3033	53	"Pierce"
3034	53	"Pierce"
3035	53	"Pierce"
3036	53	"Pierce"
3037	53	"Pierce"
3038	53	"Pierce"
3039	53	"Pierce"
3040	53	"Pierce"
3041	53	"Pierce"
3042	53	"Pierce"
3043	53	"Pierce"
3044	53	"Pierce"
3045	53	"Pierce"
3046	53	"Pierce"
3047	53	"Pierce"
3048	53	"Pierce"
3049	53	"Pierce"
3050	53	"Pierce"
3051	53	"Pierce"
3052	53	"Pierce"
3053	53	"Pierce"
3054	53	"Pierce"
3055	53	"Pierce"
3056	53	"Pierce"
3057	53	"Pierce"
3058	53	"Pierce"
3059	53	"Pierce"
3060	53	"Pierce"
3061	53	"Pierce"
3062	53	"Pierce"
3063	53	"Pierce"
3064	53	"Pierce"
3065	53	"Pierce"
3066	53	"Pierce"
3067	53	"Pierce"
3068	53	"Pierce"
3069	53	"Pierce"
3070	53	"Pierce"
3071	53	"Pierce"
3072	53	"Pierce"
3073	53	"Pierce"
3074	53	"Pierce"
3075	53	"Pierce"
3076	53	"Pierce"
3077	53	"Pierce"
3078	53	"Pierce"
3079	53	"Pierce"
3080	53	"Pierce"
3081	53	"Pierce"
3082	53	"Pierce"
3083	53	"Pierce"
3084	53	"Pierce"
3085	53	"Pierce"
3086	53	"Pierce"
3087	53	"Pierce"
3088	53	"Pierce"
3089	53	"Pierce"
3090	53	"Pierce"
3091	53	"Pierce"
3092	53	"Pierce"
3093	53	"Pierce"
3094	53	"Pierce"
3095	53	"Pierce"
3096	53	"Pierce"
3097	53	"Pierce"
3098	53	"Pierce"
3099	53	"Pierce"
3100	53	"Pierce"
3101	53	"Pierce"
3102	53	"Pierce"
3103	53	"Pierce"
3104	53	"Pierce"
3105	53	"Pierce"
3106	53	"Pierce"
3107	53	"Pierce"
3108	53	"Pierce"
3109	53	"Pierce"
3110	53	"Pierce"
3111	53	"Pierce"
3112	53	"Pierce"
3113	53	"Pierce"
3114	53	"Pierce"
3115	53	"Pierce"
3116	53	"Pierce"
3117	53	"Pierce"
3118	53	"Pierce"
3119	53	"Pierce"
3120	53	"Pierce"
3121	53	"Pierce"
3122	53	"Pierce"
3123	53	"Pierce"
3124	53	"Pierce"
3125	53	"Pierce"
3126	53	"Pierce"
3127	53	"Pierce"
3128	53	"Pierce"
3129	53	"Pierce"
3130	53	"Pierce"
3131	53	"Pierce"
3132	53	"Pierce"
3133	53	"Pierce"
3134	53	"Pierce"
3135	53	"Pierce"
3136	53	"Pierce"
3137	53	"Pierce"
3138	53	"Pierce"
3139	53	"Pierce"
3140	53	"Pierce"
3141	53	"Pierce"
3142	53	"Pierce"
3143	53	"Pierce"
3144	53	"Pierce"
3145	53	"Pierce"
3146	53	"Pierce"
3147	53	"Pierce"
3148	53	"Pierce"
3149	53	"Pierce"
3150	53	"Pierce"
3151	53	"Pierce"
3152	53	"Pierce"
3153	53	"Pierce"
3154	53	"Pierce"
3155	53	"Pierce"
3156	53	"Pierce"
3157	53	"Pierce"
3158	53	"Pierce"
3159	53	"Pierce"
3160	53	"Pierce"
3161	53	"Pierce"
3162	53	"Pierce"
3163	53	"Pierce"
3164	53	"Pierce"
3165	53	"Pierce"
3166	53	"Pierce"
3167	53	"Pierce"
3168	53	"Pierce"
3169	53	"Pierce"
3170	53	"Pierce"
3171	53	"Pierce"
3172	53	"Pierce"
3173	53	"Pierce"
3174	53	"Pierce"
3175	53	"Pierce"
3176	53	"Pierce"
3177	53	"Pierce"
3178	53	"Pierce"
3179	53	"Pierce"
3180	53	"Pierce"
3181	53	"Pierce"
3182	53	"Pierce"
3183	53	"Pierce"
3184	53	"Pierce"
3185	53	"Pierce"
3186	53	"Pierce"
3187	53	"Pierce"
3188	53	"Pierce"
3189	53	"Pierce"
3190	53	"Pierce"
3191	53	"Pierce"
3192	53	"Pierce"
3193	53	"Pierce"
3194	53	"Pierce"
3195	53	"Pierce"
3196	53	"Pierce"
3197	53	"Pierce"
3198	53	"Pierce"
3199	53	"Pierce"
3200	53	"Pierce"
3201	53	"Pierce"
3202	53	"Pierce"
3203	53	"Pierce"
3204	53	"Pierce"
3205	53	"Pierce"
3206	53	"Pierce"
3207	53	"Pierce"
3208	53	"Pierce"
3209	53	"Pierce"
3210	53	"Pierce"
3211	53	"Pierce"
3212	53	"Pierce"
3213	53	"Pierce"
3214	53	"Pierce"
3215	53	"Pierce"
3216	53	"Pierce"
3217	53	"Pierce"
3218	53	"Pierce"
3219	53	"Pierce"
3220	53	"Pierce"
3221	53	"Pierce"
3222	53	"Pierce"
3223	53	"Pierce"
3224	53	"Pierce"
3225	53	"Pierce"
3226	53	"Pierce"
3227	53	"Pierce"
3228	53	"Pierce"
3229	53	"Pierce"
3230	53	"Pierce"
3231	53	"Pierce"
3232	53	"Pierce"
3233	53	"Pierce"
3234	53	"Pierce"
3235	53	"Pierce"
3236	53	"Pierce"
3237	53	"Pierce"
3238	53	"Pierce"
3239	53	"Pierce"
3240	53	"Pierce"
3241	53	"Pierce"
3242	53	"Pierce"
3243	53	"Pierce"
3244	53	"Pierce"
3245	53	"Pierce"
3246	53	"Pierce"
3247	53	"Pierce"
3248	53	"Pierce"
3249	53	"Pierce"
3250	53	"Pierce"
3251	53	"Pierce"
3252	53	"Pierce"
3253	53	"Pierce"
3254	53	"Pierce"
3255	53	"Pierce"
3256	53	"Pierce"
3257	53	"Pierce"
3258	53	"Pierce"
3259	53	"Pierce"
3260	53	"Pierce"
3261	53	"Pierce"
3262	53	"Pierce"
3263	53	"Pierce"
3264	53	"Pierce"
3265	53	"Pierce"
3266	53	"Pierce"
3267	53	"Pierce"
3268	53	"Pierce"
3269	53	"Pierce"
3270	53	"Pierce"
3271	53	"Pierce"
3272	53	"Pierce"
3273	53	"Pierce"
3274	53	"Pierce"
3275	53	"Pierce"
3276	53	"Pierce"
3277	53	"Pierce"
3278	53	"Pierce"
3279	53	"Pierce"
3280	53	"Pierce"
3281	53	"Pierce"
3282	53	"Pierce"
3283	53	"Pierce"
3284	53	"Pierce"
3285	53	"Pierce"
3286	53	"Pierce"
3287	53	"Pierce"
3288	53	"Pierce"
3289	53	"Pierce"
3290	53	"Pierce"
3291	53	"Pierce"
3292	53	"Pierce"
3293	53	"Pierce"
3294	53	"Pierce"
3295	53	"Pierce"
3296	53	"Pierce"
3297	53	"Pierce"
3298	53	"Pierce"
3299	53	"Pierce"
3300	53	"Pierce"
3301	53	"Pierce"
3302	53	"Pierce"
3303	53	"Pierce"
3304	53	"Pierce"
3305	53	"Pierce"
3306	53	"Pierce"
3307	53	"Pierce"
3308	53	"Pierce"
3309	53	"Pierce"
3310	53	"Pierce"
3311	53	"Pierce"
3312	53	"Pierce"
3313	53	"Pierce"
3314	53	"Pierce"
3315	53	"Pierce"
3316	53	"Pierce"
3317	53	"Pierce"
3318	53	"Pierce"
3319	53	"Pierce"
3320	53	"Pierce"
3321	53	"Pierce"
3322	53	"Pierce"
3323	53	"Pierce"
3324	53	"Pierce"
3325	53	"Pierce"
3326	53	"Pierce"
3327	53	"Pierce"
3328	53	"Pierce"
3329	53	"Pierce"
3330	53	"Pierce"
3331	53	"Pierce"
3332	53	"Pierce"
3333	53	"Pierce"
3334	53	"Pierce"
3335	53	"Pierce"
3336	53	"Pierce"
3337	53	"Pierce"
3338	53	"Pierce"
3339	53	"Pierce"
3340	53	"Pierce"
3341	53	"Pierce"
3342	53	"Pierce"
3343	53	"Pierce"
3344	53	"Pierce"
3345	53	"Pierce"
3346	53	"Pierce"
3347	53	"Pierce"
3348	53	"Pierce"
3349	53	"Pierce"
3350	53	"Pierce"
3351	53	"Pierce"
3352	53	"Pierce"
3353	53	"Pierce"
3354	53	"Pierce"
3355	53	"Pierce"
3356	53	"Pierce"
3357	53	"Pierce"
3358	53	"Pierce"
3359	53	"Pierce"
3360	53	"Pierce"
3361	53	"Pierce"
3362	53	"Pierce"
3363	53	"Pierce"
3364	53	"Pierce"
3365	53	"Pierce"
3366	53	"Pierce"
3367	53	"Pierce"
3368	53	"Pierce"
3369	53	"Pierce"
3370	53	"Pierce"
3371	53	"Pierce"
3372	53	"Pierce"
3373	53	"Pierce"
3374	53	"Pierce"
3375	53	"Pierce"
3376	53	"Pierce"
3377	53	"Pierce"
3378	53	"Pierce"
3379	53	"Pierce"
3380	53	"Pierce"
3381	53	"Pierce"
3382	53	"Pierce"
3383	53	"Pierce"
3384	53	"Pierce"
3385	53	"Pierce"
3386	53	"Pierce"
3387	53	"Pierce"
3388	53	"Pierce"
3389	53	"Pierce"
3390	53	"Pierce"
3391	53	"Pierce"
3392	53	"Pierce"
3393	53	"Pierce"
3394	53	"Pierce"
3395	53	"Pierce"
3396	53	"Pierce"
3397	53	"Pierce"
3398	53	"Pierce"
3399	53	"Pierce"
3400	53	"Pierce"
3401	53	"Pierce"
3402	53	"Pierce"
3403	53	"Pierce"
3404	53	"Pierce"
3405	53	"Pierce"
3406	53	"Pierce"
3407	53	"Pierce"
3408	53	"Pierce"
3409	53	"Pierce"
3410	53	"Pierce"
3411	53	"Pierce"
3412	53	"Pierce"
3413	53	"Pierce"
3414	53	"Pierce"
3415	53	"Pierce"
3416	53	"Pierce"
3417	53	"Pierce"
3418	53	"Pierce"
3419	53	"Pierce"
3420	53	"Pierce"
3421	53	"Pierce"
3422	53	"Pierce"
3423	53	"Pierce"
3424	53	"Pierce"
3425	53	"Pierce"
3426	53	"Pierce"
3427	53	"Pierce"
3428	53	"Pierce"
3429	53	"Pierce"
3430	53	"Pierce"
3431	53	"Pierce"
3432	53	"Pierce"
3433	53	"Pierce"
3434	53	"Pierce"
3435	53	"Pierce"
3436	53	"Pierce"
3437	53	"Pierce"
3438	53	"Pierce"
3439	53	"Pierce"
3440	53	"Pierce"
3441	53	"Pierce"
3442	53	"Pierce"
3443	53	"Pierce"
3444	53	"Pierce"
3445	53	"Pierce"
3446	53	"Pierce"
3447	53	"Pierce"
3448	53	"Pierce"
3449	53	"Pierce"
3450	53	"Pierce"
3451	53	"Pierce"
3452	53	"Pierce"
3453	53	"Pierce"
3454	53	"Pierce"
3455	53	"Pierce"
3456	53	"Pierce"
3457	53	"Pierce"
3458	53	"Pierce"
3459	53	"Pierce"
3460	53	"Pierce"
3461	53	"Pierce"
3462	53	"Pierce"
3463	53	"Pierce"
3464	53	"Pierce"
3465	53	"Pierce"
3466	53	"Pierce"
3467	35	"Kitsap"
3468	35	"Kitsap"
3469	35	"Kitsap"
3470	35	"Kitsap"
3471	35	"Kitsap"
3472	35	"Kitsap"
3473	35	"Kitsap"
3474	35	"Kitsap"
3475	35	"Kitsap"
3476	35	"Kitsap"
3477	35	"Kitsap"
3478	35	"Kitsap"
3479	35	"Kitsap"
3480	35	"Kitsap"
3481	35	"Kitsap"
3482	35	"Kitsap"
3483	35	"Kitsap"
3484	35	"Kitsap"
3485	35	"Kitsap"
3486	35	"Kitsap"
3487	35	"Kitsap"
3488	35	"Kitsap"
3489	35	"Kitsap"
3490	35	"Kitsap"
3491	35	"Kitsap"
3492	35	"Kitsap"
3493	35	"Kitsap"
3494	35	"Kitsap"
3495	35	"Kitsap"
3496	35	"Kitsap"
3497	35	"Kitsap"
3498	35	"Kitsap"
3499	35	"Kitsap"
3500	35	"Kitsap"
3501	35	"Kitsap"
3502	35	"Kitsap"
3503	35	"Kitsap"
3504	35	"Kitsap"
3505	35	"Kitsap"
3506	35	"Kitsap"
3507	35	"Kitsap"
3508	35	"Kitsap"
3509	35	"Kitsap"
3510	35	"Kitsap"
3511	35	"Kitsap"
3512	35	"Kitsap"
3513	35	"Kitsap"
3514	35	"Kitsap"
3515	35	"Kitsap"
3516	35	"Kitsap"
3517	35	"Kitsap"
3518	35	"Kitsap"
3519	35	"Kitsap"
3520	35	"Kitsap"
3521	35	"Kitsap"
3522	35	"Kitsap"
3523	35	"Kitsap"
3524	35	"Kitsap"
3525	35	"Kitsap"
3526	35	"Kitsap"
3527	35	"Kitsap"
3528	35	"Kitsap"
3529	35	"Kitsap"
3530	35	"Kitsap"
3531	35	"Kitsap"
3532	35	"Kitsap"
3533	35	"Kitsap"
3534	35	"Kitsap"
3535	35	"Kitsap"
3536	35	"Kitsap"
3537	35	"Kitsap"
3538	35	"Kitsap"
3539	35	"Kitsap"
3540	35	"Kitsap"
3541	35	"Kitsap"
3542	35	"Kitsap"
3543	35	"Kitsap"
3544	35	"Kitsap"
3545	35	"Kitsap"
3546	35	"Kitsap"
3547	35	"Kitsap"
3548	35	"Kitsap"
3549	35	"Kitsap"
3550	35	"Kitsap"
3551	35	"Kitsap"
3552	35	"Kitsap"
3553	35	"Kitsap"
3554	35	"Kitsap"
3555	35	"Kitsap"
3556	35	"Kitsap"
3557	35	"Kitsap"
3558	35	"Kitsap"
3559	35	"Kitsap"
3560	35	"Kitsap"
3561	35	"Kitsap"
3562	35	"Kitsap"
3563	35	"Kitsap"
3564	35	"Kitsap"
3565	35	"Kitsap"
3566	35	"Kitsap"
3567	35	"Kitsap"
3568	35	"Kitsap"
3569	35	"Kitsap"
3570	35	"Kitsap"
3571	35	"Kitsap"
3572	35	"Kitsap"
3573	35	"Kitsap"
3574	35	"Kitsap"
3575	35	"Kitsap"
3576	35	"Kitsap"
3577	35	"Kitsap"
3578	35	"Kitsap"
3579	35	"Kitsap"
3580	35	"Kitsap"
3581	35	"Kitsap"
3582	35	"Kitsap"
3583	35	"Kitsap"
3584	35	"Kitsap"
3585	35	"Kitsap"
3586	35	"Kitsap"
3587	35	"Kitsap"
3588	35	"Kitsap"
3589	35	"Kitsap"
3590	35	"Kitsap"
3591	35	"Kitsap"
3592	35	"Kitsap"
3593	35	"Kitsap"
3594	35	"Kitsap"
3595	35	"Kitsap"
3596	35	"Kitsap"
3597	35	"Kitsap"
3598	35	"Kitsap"
3599	35	"Kitsap"
3600	35	"Kitsap"
3601	35	"Kitsap"
3602	35	"Kitsap"
3603	35	"Kitsap"
3604	35	"Kitsap"
3605	35	"Kitsap"
3606	35	"Kitsap"
3607	35	"Kitsap"
3608	35	"Kitsap"
3609	35	"Kitsap"
3610	35	"Kitsap"
3611	35	"Kitsap"
3612	35	"Kitsap"
3613	35	"Kitsap"
3614	35	"Kitsap"
3615	35	"Kitsap"
3616	35	"Kitsap"
3617	35	"Kitsap"
3618	35	"Kitsap"
3619	35	"Kitsap"
3620	35	"Kitsap"
3621	35	"Kitsap"
3622	35	"Kitsap"
3623	35	"Kitsap"
3624	35	"Kitsap"
3625	35	"Kitsap"
3626	35	"Kitsap"
3627	35	"Kitsap"
3628	35	"Kitsap"
3629	35	"Kitsap"
3630	35	"Kitsap"
3631	35	"Kitsap"
3632	35	"Kitsap"
3633	35	"Kitsap"
3634	35	"Kitsap"
3635	35	"Kitsap"
3636	35	"Kitsap"
3637	35	"Kitsap"
3638	35	"Kitsap"
3639	35	"Kitsap"
3640	35	"Kitsap"
3641	35	"Kitsap"
3642	35	"Kitsap"
3643	35	"Kitsap"
3644	35	"Kitsap"
3645	35	"Kitsap"
3646	35	"Kitsap"
3647	35	"Kitsap"
3648	35	"Kitsap"
3649	35	"Kitsap"
3650	35	"Kitsap"
3651	35	"Kitsap"
3652	35	"Kitsap"
3653	35	"Kitsap"
3654	35	"Kitsap"
3655	35	"Kitsap"
3656	35	"Kitsap"
3657	35	"Kitsap"
3658	35	"Kitsap"
3659	35	"Kitsap"
3660	35	"Kitsap"
3661	35	"Kitsap"
3662	35	"Kitsap"
3663	35	"Kitsap"
3664	35	"Kitsap"
3665	35	"Kitsap"
3666	35	"Kitsap"
3667	35	"Kitsap"
3668	35	"Kitsap"
3669	35	"Kitsap"
3670	35	"Kitsap"
3671	35	"Kitsap"
3672	35	"Kitsap"
3673	35	"Kitsap"
3674	35	"Kitsap"
3675	35	"Kitsap"
3676	35	"Kitsap"
3677	35	"Kitsap"
3678	35	"Kitsap"
3679	35	"Kitsap"
3680	35	"Kitsap"
3681	35	"Kitsap"
3682	35	"Kitsap"
3683	35	"Kitsap"
3684	35	"Kitsap"
3685	35	"Kitsap"
3686	35	"Kitsap"
3687	35	"Kitsap"
3688	35	"Kitsap"
3689	35	"Kitsap"
3690	35	"Kitsap"
3691	35	"Kitsap"
3692	35	"Kitsap"
3693	35	"Kitsap"
3694	35	"Kitsap"
3695	35	"Kitsap"
3696	35	"Kitsap"
3697	35	"Kitsap"
3698	35	"Kitsap"
3699	35	"Kitsap"
3700	35	"Kitsap"
