city_id,home_based_status,sector_id,total_number_of_jobs,year
-1,1,1,806,2000
-1,1,1,799,2001
-1,1,1,744,2002
-1,1,1,702,2003
-1,1,1,718,2004
-1,1,1,706,2005
-1,1,1,671,2006
-1,1,1,662,2007
-1,1,1,631,2008
-1,1,1,575,2009
-1,1,1,567,2010
-1,1,1,513,2011
-1,1,1,535,2012
-1,1,1,476,2013
-1,1,1,478,2014
-1,1,1,725,2016
-1,1,1,399,2017
-1,1,1,399,2018
-1,1,1,359,2019
-1,1,1,319,2021
-1,1,1,319,2022
-1,1,1,319,2023
-1,1,1,319,2024
-1,1,1,279,2026
-1,1,1,279,2027
-1,1,1,279,2028
-1,1,1,279,2029
-1,1,1,279,2031
-1,1,1,279,2032
-1,1,1,279,2033
-1,1,1,239,2034
-1,1,1,239,2036
-1,1,1,239,2037
-1,1,1,239,2038
-1,1,1,239,2039
-1,1,2,4199,2000
-1,1,2,4155,2001
-1,1,2,3846,2002
-1,1,2,3800,2003
-1,1,2,4085,2004
-1,1,2,4339,2005
-1,1,2,4838,2006
-1,1,2,5293,2007
-1,1,2,5344,2008
-1,1,2,4288,2009
-1,1,2,3528,2010
-1,1,2,3347,2011
-1,1,2,3441,2012
-1,1,2,3679,2013
-1,1,2,4350,2014
-1,1,2,4575,2016
-1,1,2,4558,2017
-1,1,2,4497,2018
-1,1,2,4407,2019
-1,1,2,4255,2021
-1,1,2,4203,2022
-1,1,2,4212,2023
-1,1,2,4225,2024
-1,1,2,4212,2026
-1,1,2,4181,2027
-1,1,2,4181,2028
-1,1,2,4207,2029
-1,1,2,4251,2031
-1,1,2,4316,2032
-1,1,2,4398,2033
-1,1,2,4467,2034
-1,1,2,4567,2036
-1,1,2,4645,2037
-1,1,2,4775,2038
-1,1,2,4917,2039
-1,1,3,3245,2000
-1,1,3,3113,2001
-1,1,3,2817,2002
-1,1,3,2459,2003
-1,1,3,2219,2004
-1,1,3,2361,2005
-1,1,3,2581,2006
-1,1,3,2818,2007
-1,1,3,2976,2008
-1,1,3,3009,2009
-1,1,3,2851,2010
-1,1,3,2930,2011
-1,1,3,3327,2012
-1,1,3,3390,2013
-1,1,3,3496,2014
-1,1,3,3133,2016
-1,1,3,3435,2017
-1,1,3,3414,2018
-1,1,3,3388,2019
-1,1,3,3339,2021
-1,1,3,3311,2022
-1,1,3,3293,2023
-1,1,3,3273,2024
-1,1,3,3232,2026
-1,1,3,3204,2027
-1,1,3,3178,2028
-1,1,3,3155,2029
-1,1,3,3118,2031
-1,1,3,3102,2032
-1,1,3,3090,2033
-1,1,3,3078,2034
-1,1,3,3058,2036
-1,1,3,3049,2037
-1,1,3,3038,2038
-1,1,3,3029,2039
-1,1,4,3894,2000
-1,1,4,3590,2001
-1,1,4,3346,2002
-1,1,4,3085,2003
-1,1,4,3087,2004
-1,1,4,2532,2005
-1,1,4,2654,2006
-1,1,4,2624,2007
-1,1,4,2566,2008
-1,1,4,2195,2009
-1,1,4,1982,2010
-1,1,4,2067,2011
-1,1,4,2234,2012
-1,1,4,2186,2013
-1,1,4,2287,2014
-1,1,4,2337,2016
-1,1,4,2473,2017
-1,1,4,2514,2018
-1,1,4,2502,2019
-1,1,4,2511,2021
-1,1,4,2511,2022
-1,1,4,2505,2023
-1,1,4,2489,2024
-1,1,4,2406,2026
-1,1,4,2316,2027
-1,1,4,2243,2028
-1,1,4,2195,2029
-1,1,4,2153,2031
-1,1,4,2169,2032
-1,1,4,2214,2033
-1,1,4,2268,2034
-1,1,4,2374,2036
-1,1,4,2422,2037
-1,1,4,2486,2038
-1,1,4,2562,2039
-1,1,5,852,2000
-1,1,5,774,2001
-1,1,5,714,2002
-1,1,5,708,2003
-1,1,5,702,2004
-1,1,5,1403,2005
-1,1,5,1395,2006
-1,1,5,1401,2007
-1,1,5,1360,2008
-1,1,5,1217,2009
-1,1,5,1150,2010
-1,1,5,1171,2011
-1,1,5,1210,2012
-1,1,5,1189,2013
-1,1,5,1305,2014
-1,1,5,1287,2016
-1,1,5,1369,2017
-1,1,5,1393,2018
-1,1,5,1390,2019
-1,1,5,1401,2021
-1,1,5,1404,2022
-1,1,5,1404,2023
-1,1,5,1393,2024
-1,1,5,1354,2026
-1,1,5,1312,2027
-1,1,5,1287,2028
-1,1,5,1280,2029
-1,1,5,1283,2031
-1,1,5,1301,2032
-1,1,5,1333,2033
-1,1,5,1361,2034
-1,1,5,1408,2036
-1,1,5,1422,2037
-1,1,5,1454,2038
-1,1,5,1497,2039
-1,1,6,6349,2000
-1,1,6,6233,2001
-1,1,6,6120,2002
-1,1,6,6044,2003
-1,1,6,6064,2004
-1,1,6,6232,2005
-1,1,6,6503,2006
-1,1,6,6502,2007
-1,1,6,6588,2008
-1,1,6,6225,2009
-1,1,6,5900,2010
-1,1,6,5991,2011
-1,1,6,6160,2012
-1,1,6,6277,2013
-1,1,6,6543,2014
-1,1,6,6654,2016
-1,1,6,6927,2017
-1,1,6,6982,2018
-1,1,6,7053,2019
-1,1,6,7139,2021
-1,1,6,7194,2022
-1,1,6,7288,2023
-1,1,6,7397,2024
-1,1,6,7625,2026
-1,1,6,7742,2027
-1,1,6,7852,2028
-1,1,6,7962,2029
-1,1,6,8150,2031
-1,1,6,8252,2032
-1,1,6,8353,2033
-1,1,6,8455,2034
-1,1,6,8675,2036
-1,1,6,8792,2037
-1,1,6,8926,2038
-1,1,6,9059,2039
-1,1,7,6441,2000
-1,1,7,6375,2001
-1,1,7,6121,2002
-1,1,7,6090,2003
-1,1,7,6151,2004
-1,1,7,6310,2005
-1,1,7,6355,2006
-1,1,7,6469,2007
-1,1,7,6446,2008
-1,1,7,6010,2009
-1,1,7,5852,2010
-1,1,7,5965,2011
-1,1,7,6275,2012
-1,1,7,6399,2013
-1,1,7,6677,2014
-1,1,7,7289,2016
-1,1,7,7058,2017
-1,1,7,7098,2018
-1,1,7,7162,2019
-1,1,7,7302,2021
-1,1,7,7393,2022
-1,1,7,7526,2023
-1,1,7,7663,2024
-1,1,7,7934,2026
-1,1,7,8061,2027
-1,1,7,8192,2028
-1,1,7,8322,2029
-1,1,7,8586,2031
-1,1,7,8733,2032
-1,1,7,8887,2033
-1,1,7,9044,2034
-1,1,7,9359,2036
-1,1,7,9529,2037
-1,1,7,9713,2038
-1,1,7,9897,2039
-1,1,8,1339,2000
-1,1,8,1335,2001
-1,1,8,1236,2002
-1,1,8,1244,2003
-1,1,8,1257,2004
-1,1,8,1305,2005
-1,1,8,1296,2006
-1,1,8,1332,2007
-1,1,8,1344,2008
-1,1,8,1244,2009
-1,1,8,1163,2010
-1,1,8,1210,2011
-1,1,8,1275,2012
-1,1,8,1279,2013
-1,1,8,1308,2014
-1,1,8,1400,2016
-1,1,8,1357,2017
-1,1,8,1361,2018
-1,1,8,1361,2019
-1,1,8,1359,2021
-1,1,8,1359,2022
-1,1,8,1363,2023
-1,1,8,1367,2024
-1,1,8,1374,2026
-1,1,8,1371,2027
-1,1,8,1369,2028
-1,1,8,1374,2029
-1,1,8,1382,2031
-1,1,8,1390,2032
-1,1,8,1403,2033
-1,1,8,1416,2034
-1,1,8,1443,2036
-1,1,8,1456,2037
-1,1,8,1470,2038
-1,1,8,1492,2039
-1,1,9,49,2000
-1,1,9,44,2001
-1,1,9,42,2002
-1,1,9,39,2003
-1,1,9,36,2004
-1,1,9,34,2005
-1,1,9,37,2006
-1,1,9,38,2007
-1,1,9,42,2008
-1,1,9,45,2009
-1,1,9,45,2010
-1,1,9,45,2011
-1,1,9,53,2012
-1,1,9,45,2013
-1,1,9,50,2014
-1,1,9,46,2016
-1,1,9,50,2017
-1,1,9,50,2018
-1,1,9,50,2019
-1,1,9,50,2021
-1,1,9,50,2022
-1,1,9,50,2023
-1,1,9,50,2024
-1,1,9,50,2026
-1,1,9,52,2027
-1,1,9,52,2028
-1,1,9,52,2029
-1,1,9,50,2031
-1,1,9,50,2032
-1,1,9,50,2033
-1,1,9,50,2034
-1,1,9,48,2036
-1,1,9,48,2037
-1,1,9,48,2038
-1,1,9,48,2039
-1,1,10,2000,2000
-1,1,10,2107,2001
-1,1,10,1967,2002
-1,1,10,1891,2003
-1,1,10,1929,2004
-1,1,10,1788,2005
-1,1,10,1666,2006
-1,1,10,1817,2007
-1,1,10,1749,2008
-1,1,10,1732,2009
-1,1,10,1661,2010
-1,1,10,1604,2011
-1,1,10,1555,2012
-1,1,10,1482,2013
-1,1,10,1503,2014
-1,1,10,1318,2016
-1,1,10,1601,2017
-1,1,10,1616,2018
-1,1,10,1630,2019
-1,1,10,1651,2021
-1,1,10,1665,2022
-1,1,10,1686,2023
-1,1,10,1707,2024
-1,1,10,1735,2026
-1,1,10,1750,2027
-1,1,10,1764,2028
-1,1,10,1778,2029
-1,1,10,1820,2031
-1,1,10,1848,2032
-1,1,10,1877,2033
-1,1,10,1912,2034
-1,1,10,1982,2036
-1,1,10,2025,2037
-1,1,10,2067,2038
-1,1,10,2116,2039
-1,1,11,3991,2000
-1,1,11,4180,2001
-1,1,11,3983,2002
-1,1,11,4034,2003
-1,1,11,4144,2004
-1,1,11,4333,2005
-1,1,11,4609,2006
-1,1,11,4825,2007
-1,1,11,4983,2008
-1,1,11,5109,2009
-1,1,11,4978,2010
-1,1,11,5188,2011
-1,1,11,5470,2012
-1,1,11,5495,2013
-1,1,11,5277,2014
-1,1,11,5757,2016
-1,1,11,5926,2017
-1,1,11,6109,2018
-1,1,11,6272,2019
-1,1,11,6519,2021
-1,1,11,6610,2022
-1,1,11,6709,2023
-1,1,11,6822,2024
-1,1,11,7041,2026
-1,1,11,7125,2027
-1,1,11,7210,2028
-1,1,11,7309,2029
-1,1,11,7542,2031
-1,1,11,7690,2032
-1,1,11,7859,2033
-1,1,11,8050,2034
-1,1,11,8466,2036
-1,1,11,8684,2037
-1,1,11,8924,2038
-1,1,11,9199,2039
-1,1,12,8529,2000
-1,1,12,8421,2001
-1,1,12,8474,2002
-1,1,12,8819,2003
-1,1,12,9003,2004
-1,1,12,8915,2005
-1,1,12,9132,2006
-1,1,12,9068,2007
-1,1,12,8826,2008
-1,1,12,8087,2009
-1,1,12,7410,2010
-1,1,12,7254,2011
-1,1,12,7498,2012
-1,1,12,7697,2013
-1,1,12,8270,2014
-1,1,12,8431,2016
-1,1,12,8867,2017
-1,1,12,8996,2018
-1,1,12,9101,2019
-1,1,12,9238,2021
-1,1,12,9286,2022
-1,1,12,9375,2023
-1,1,12,9488,2024
-1,1,12,9706,2026
-1,1,12,9803,2027
-1,1,12,9907,2028
-1,1,12,10028,2029
-1,1,12,10279,2031
-1,1,12,10424,2032
-1,1,12,10593,2033
-1,1,12,10763,2034
-1,1,12,11093,2036
-1,1,12,11271,2037
-1,1,12,11481,2038
-1,1,12,11707,2039
-1,1,13,22794,2000
-1,1,13,22178,2001
-1,1,13,21195,2002
-1,1,13,21079,2003
-1,1,13,21558,2004
-1,1,13,22284,2005
-1,1,13,23345,2006
-1,1,13,24728,2007
-1,1,13,25457,2008
-1,1,13,24336,2009
-1,1,13,23049,2010
-1,1,13,23412,2011
-1,1,13,25325,2012
-1,1,13,25993,2013
-1,1,13,31261,2014
-1,1,13,33878,2016
-1,1,13,35026,2017
-1,1,13,35894,2018
-1,1,13,36548,2019
-1,1,13,37867,2021
-1,1,13,38464,2022
-1,1,13,39152,2023
-1,1,13,39727,2024
-1,1,13,40866,2026
-1,1,13,41091,2027
-1,1,13,41452,2028
-1,1,13,42061,2029
-1,1,13,43639,2031
-1,1,13,44687,2032
-1,1,13,46040,2033
-1,1,13,47528,2034
-1,1,13,50651,2036
-1,1,13,52082,2037
-1,1,13,53774,2038
-1,1,13,55803,2039
-1,1,14,3335,2000
-1,1,14,3288,2001
-1,1,14,3196,2002
-1,1,14,3246,2003
-1,1,14,3381,2004
-1,1,14,3558,2005
-1,1,14,3728,2006
-1,1,14,3855,2007
-1,1,14,3820,2008
-1,1,14,3548,2009
-1,1,14,3479,2010
-1,1,14,3549,2011
-1,1,14,3881,2012
-1,1,14,4002,2013
-1,1,14,3946,2014
-1,1,14,4242,2016
-1,1,14,4267,2017
-1,1,14,4304,2018
-1,1,14,4339,2019
-1,1,14,4419,2021
-1,1,14,4462,2022
-1,1,14,4534,2023
-1,1,14,4600,2024
-1,1,14,4726,2026
-1,1,14,4766,2027
-1,1,14,4815,2028
-1,1,14,4878,2029
-1,1,14,5027,2031
-1,1,14,5119,2032
-1,1,14,5233,2033
-1,1,14,5359,2034
-1,1,14,5620,2036
-1,1,14,5755,2037
-1,1,14,5919,2038
-1,1,14,6111,2039
-1,1,15,857,2000
-1,1,15,860,2001
-1,1,15,887,2002
-1,1,15,906,2003
-1,1,15,948,2004
-1,1,15,678,2005
-1,1,15,661,2006
-1,1,15,724,2007
-1,1,15,757,2008
-1,1,15,726,2009
-1,1,15,719,2010
-1,1,15,783,2011
-1,1,15,848,2012
-1,1,15,878,2013
-1,1,15,1341,2014
-1,1,15,1484,2016
-1,1,15,1480,2017
-1,1,15,1529,2018
-1,1,15,1570,2019
-1,1,15,1627,2021
-1,1,15,1656,2022
-1,1,15,1697,2023
-1,1,15,1738,2024
-1,1,15,1840,2026
-1,1,15,1889,2027
-1,1,15,1946,2028
-1,1,15,2003,2029
-1,1,15,2130,2031
-1,1,15,2204,2032
-1,1,15,2286,2033
-1,1,15,2375,2034
-1,1,15,2568,2036
-1,1,15,2678,2037
-1,1,15,2805,2038
-1,1,15,2952,2039
-1,1,16,6961,2000
-1,1,16,6914,2001
-1,1,16,7123,2002
-1,1,16,7231,2003
-1,1,16,7346,2004
-1,1,16,7617,2005
-1,1,16,7906,2006
-1,1,16,7922,2007
-1,1,16,8073,2008
-1,1,16,8314,2009
-1,1,16,8242,2010
-1,1,16,8541,2011
-1,1,16,8971,2012
-1,1,16,9114,2013
-1,1,16,9807,2014
-1,1,16,10144,2016
-1,1,16,10261,2017
-1,1,16,10362,2018
-1,1,16,10484,2019
-1,1,16,10745,2021
-1,1,16,10887,2022
-1,1,16,11068,2023
-1,1,16,11241,2024
-1,1,16,11556,2026
-1,1,16,11690,2027
-1,1,16,11821,2028
-1,1,16,11947,2029
-1,1,16,12199,2031
-1,1,16,12329,2032
-1,1,16,12464,2033
-1,1,16,12607,2034
-1,1,16,12935,2036
-1,1,16,13103,2037
-1,1,16,13263,2038
-1,1,16,13405,2039
-1,1,17,8219,2000
-1,1,17,8219,2001
-1,1,17,8052,2002
-1,1,17,8322,2003
-1,1,17,8324,2004
-1,1,17,8497,2005
-1,1,17,8537,2006
-1,1,17,8719,2007
-1,1,17,8862,2008
-1,1,17,8595,2009
-1,1,17,8928,2010
-1,1,17,9247,2011
-1,1,17,9653,2012
-1,1,17,9464,2013
-1,1,17,8960,2014
-1,1,17,9491,2016
-1,1,17,8945,2017
-1,1,17,8870,2018
-1,1,17,8841,2019
-1,1,17,8893,2021
-1,1,17,8960,2022
-1,1,17,9049,2023
-1,1,17,9131,2024
-1,1,17,9265,2026
-1,1,17,9332,2027
-1,1,17,9429,2028
-1,1,17,9548,2029
-1,1,17,9853,2031
-1,1,17,10046,2032
-1,1,17,10269,2033
-1,1,17,10485,2034
-1,1,17,10909,2036
-1,1,17,11133,2037
-1,1,17,11401,2038
-1,1,17,11698,2039
-1,1,18,4567,2000
-1,1,18,4783,2001
-1,1,18,4847,2002
-1,1,18,4895,2003
-1,1,18,4917,2004
-1,1,18,4920,2005
-1,1,18,4939,2006
-1,1,18,4985,2007
-1,1,18,5170,2008
-1,1,18,5242,2009
-1,1,18,5244,2010
-1,1,18,5185,2011
-1,1,18,5215,2012
-1,1,18,5142,2013
-1,1,18,5175,2014
-1,1,18,5568,2016
-1,1,18,5328,2017
-1,1,18,5343,2018
-1,1,18,5350,2019
-1,1,18,5329,2021
-1,1,18,5311,2022
-1,1,18,5311,2023
-1,1,18,5318,2024
-1,1,18,5339,2026
-1,1,18,5342,2027
-1,1,18,5345,2028
-1,1,18,5348,2029
-1,1,18,5357,2031
-1,1,18,5369,2032
-1,1,18,5389,2033
-1,1,18,5413,2034
-1,1,18,5470,2036
-1,1,18,5503,2037
-1,1,18,5549,2038
-1,1,18,5601,2039
-1,1,19,5149,2000
-1,1,19,5114,2001
-1,1,19,5318,2002
-1,1,19,5373,2003
-1,1,19,5390,2004
-1,1,19,5796,2005
-1,1,19,5830,2006
-1,1,19,5808,2007
-1,1,19,6100,2008
-1,1,19,6019,2009
-1,1,19,5931,2010
-1,1,19,5868,2011
-1,1,19,5948,2012
-1,1,19,5549,2013
-1,1,19,5462,2014
-1,1,19,6309,2016
-1,1,19,5700,2017
-1,1,19,5718,2018
-1,1,19,5757,2019
-1,1,19,5819,2021
-1,1,19,5842,2022
-1,1,19,5883,2023
-1,1,19,5926,2024
-1,1,19,6031,2026
-1,1,19,6064,2027
-1,1,19,6097,2028
-1,1,19,6133,2029
-1,1,19,6205,2031
-1,1,19,6243,2032
-1,1,19,6286,2033
-1,1,19,6348,2034
-1,1,19,6438,2036
-1,1,19,6486,2037
-1,1,19,6542,2038
-1,1,19,6602,2039
-1,0,1,7437,2000
-1,0,1,7366,2001
-1,0,1,6863,2002
-1,0,1,6476,2003
-1,0,1,6622,2004
-1,0,1,6507,2005
-1,0,1,6192,2006
-1,0,1,6101,2007
-1,0,1,5820,2008
-1,0,1,5308,2009
-1,0,1,5229,2010
-1,0,1,4736,2011
-1,0,1,4935,2012
-1,0,1,4388,2013
-1,0,1,4412,2014
-1,0,1,6677,2016
-1,0,1,3676,2017
-1,0,1,3676,2018
-1,0,1,3308,2019
-1,0,1,2941,2021
-1,0,1,2941,2022
-1,0,1,2941,2023
-1,0,1,2941,2024
-1,0,1,2573,2026
-1,0,1,2573,2027
-1,0,1,2573,2028
-1,0,1,2573,2029
-1,0,1,2573,2031
-1,0,1,2573,2032
-1,0,1,2573,2033
-1,0,1,2206,2034
-1,0,1,2206,2036
-1,0,1,2206,2037
-1,0,1,2206,2038
-1,0,1,2206,2039
-1,0,2,111632,2000
-1,0,2,110465,2001
-1,0,2,102268,2002
-1,0,2,101037,2003
-1,0,2,108619,2004
-1,0,2,115359,2005
-1,0,2,128640,2006
-1,0,2,140736,2007
-1,0,2,142079,2008
-1,0,2,114009,2009
-1,0,2,93816,2010
-1,0,2,88981,2011
-1,0,2,91488,2012
-1,0,2,97830,2013
-1,0,2,115668,2014
-1,0,2,121650,2016
-1,0,2,121192,2017
-1,0,2,119581,2018
-1,0,2,117163,2019
-1,0,2,113135,2021
-1,0,2,111754,2022
-1,0,2,111984,2023
-1,0,2,112329,2024
-1,0,2,111984,2026
-1,0,2,111179,2027
-1,0,2,111179,2028
-1,0,2,111870,2029
-1,0,2,113020,2031
-1,0,2,114746,2032
-1,0,2,116933,2033
-1,0,2,118775,2034
-1,0,2,121422,2036
-1,0,2,123493,2037
-1,0,2,126946,2038
-1,0,2,130745,2039
-1,0,3,89750,2000
-1,0,3,86119,2001
-1,0,3,77923,2002
-1,0,3,68030,2003
-1,0,3,61385,2004
-1,0,3,65317,2005
-1,0,3,71410,2006
-1,0,3,77955,2007
-1,0,3,82328,2008
-1,0,3,83227,2009
-1,0,3,78857,2010
-1,0,3,81049,2011
-1,0,3,92020,2012
-1,0,3,93784,2013
-1,0,3,96703,2014
-1,0,3,86660,2016
-1,0,3,95012,2017
-1,0,3,94452,2018
-1,0,3,93724,2019
-1,0,3,92378,2021
-1,0,3,91591,2022
-1,0,3,91079,2023
-1,0,3,90538,2024
-1,0,3,89398,2026
-1,0,3,88631,2027
-1,0,3,87913,2028
-1,0,3,87274,2029
-1,0,3,86262,2031
-1,0,3,85819,2032
-1,0,3,85464,2033
-1,0,3,85140,2034
-1,0,3,84579,2036
-1,0,3,84334,2037
-1,0,3,84039,2038
-1,0,3,83783,2039
-1,0,4,107705,2000
-1,0,4,99305,2001
-1,0,4,92546,2002
-1,0,4,85324,2003
-1,0,4,85407,2004
-1,0,4,70045,2005
-1,0,4,73406,2006
-1,0,4,72586,2007
-1,0,4,70990,2008
-1,0,4,60723,2009
-1,0,4,54822,2010
-1,0,4,57172,2011
-1,0,4,61788,2012
-1,0,4,60470,2013
-1,0,4,63273,2014
-1,0,4,64641,2016
-1,0,4,68405,2017
-1,0,4,69556,2018
-1,0,4,69201,2019
-1,0,4,69467,2021
-1,0,4,69467,2022
-1,0,4,69290,2023
-1,0,4,68848,2024
-1,0,4,66547,2026
-1,0,4,64069,2027
-1,0,4,62033,2028
-1,0,4,60706,2029
-1,0,4,59556,2031
-1,0,4,59998,2032
-1,0,4,61237,2033
-1,0,4,62742,2034
-1,0,4,65662,2036
-1,0,4,66989,2037
-1,0,4,68759,2038
-1,0,4,70884,2039
-1,0,5,23571,2000
-1,0,5,21421,2001
-1,0,5,19737,2002
-1,0,5,19590,2003
-1,0,5,19432,2004
-1,0,5,38820,2005
-1,0,5,38584,2006
-1,0,5,38742,2007
-1,0,5,37623,2008
-1,0,5,33672,2009
-1,0,5,31812,2010
-1,0,5,32380,2011
-1,0,5,33469,2012
-1,0,5,32877,2013
-1,0,5,36088,2014
-1,0,5,35603,2016
-1,0,5,37858,2017
-1,0,5,38547,2018
-1,0,5,38448,2019
-1,0,5,38743,2021
-1,0,5,38842,2022
-1,0,5,38842,2023
-1,0,5,38547,2024
-1,0,5,37466,2026
-1,0,5,36285,2027
-1,0,5,35597,2028
-1,0,5,35400,2029
-1,0,5,35499,2031
-1,0,5,35990,2032
-1,0,5,36875,2033
-1,0,5,37662,2034
-1,0,5,38940,2036
-1,0,5,39333,2037
-1,0,5,40218,2038
-1,0,5,41398,2039
-1,0,6,78056,2000
-1,0,6,76625,2001
-1,0,6,75239,2002
-1,0,6,74307,2003
-1,0,6,74554,2004
-1,0,6,76616,2005
-1,0,6,79950,2006
-1,0,6,79940,2007
-1,0,6,80995,2008
-1,0,6,76523,2009
-1,0,6,72537,2010
-1,0,6,73645,2011
-1,0,6,75733,2012
-1,0,6,77161,2013
-1,0,6,80442,2014
-1,0,6,81807,2016
-1,0,6,85163,2017
-1,0,6,85837,2018
-1,0,6,86703,2019
-1,0,6,87763,2021
-1,0,6,88438,2022
-1,0,6,89594,2023
-1,0,6,90943,2024
-1,0,6,93736,2026
-1,0,6,95182,2027
-1,0,6,96530,2028
-1,0,6,97879,2029
-1,0,6,100191,2031
-1,0,6,101443,2032
-1,0,6,102696,2033
-1,0,6,103949,2034
-1,0,6,106645,2036
-1,0,6,108091,2037
-1,0,6,109728,2038
-1,0,6,111366,2039
-1,0,7,194729,2000
-1,0,7,192739,2001
-1,0,7,185072,2002
-1,0,7,184126,2003
-1,0,7,185958,2004
-1,0,7,190783,2005
-1,0,7,192134,2006
-1,0,7,195573,2007
-1,0,7,194886,2008
-1,0,7,181708,2009
-1,0,7,176925,2010
-1,0,7,180353,2011
-1,0,7,189721,2012
-1,0,7,193473,2013
-1,0,7,201880,2014
-1,0,7,220388,2016
-1,0,7,213404,2017
-1,0,7,214618,2018
-1,0,7,216538,2019
-1,0,7,220784,2021
-1,0,7,223513,2022
-1,0,7,227557,2023
-1,0,7,231702,2024
-1,0,7,239890,2026
-1,0,7,243732,2027
-1,0,7,247674,2028
-1,0,7,251617,2029
-1,0,7,259603,2031
-1,0,7,264051,2032
-1,0,7,268701,2033
-1,0,7,273453,2034
-1,0,7,282955,2036
-1,0,7,288111,2037
-1,0,7,293671,2038
-1,0,7,299231,2039
-1,0,8,66107,2000
-1,0,8,65893,2001
-1,0,8,61004,2002
-1,0,8,61416,2003
-1,0,8,62063,2004
-1,0,8,64423,2005
-1,0,8,63997,2006
-1,0,8,65750,2007
-1,0,8,66350,2008
-1,0,8,61411,2009
-1,0,8,57423,2010
-1,0,8,59754,2011
-1,0,8,62961,2012
-1,0,8,63171,2013
-1,0,8,64597,2014
-1,0,8,69118,2016
-1,0,8,66989,2017
-1,0,8,67197,2018
-1,0,8,67197,2019
-1,0,8,67093,2021
-1,0,8,67093,2022
-1,0,8,67301,2023
-1,0,8,67510,2024
-1,0,8,67821,2026
-1,0,8,67718,2027
-1,0,8,67614,2028
-1,0,8,67821,2029
-1,0,8,68237,2031
-1,0,8,68654,2032
-1,0,8,69278,2033
-1,0,8,69901,2034
-1,0,8,71254,2036
-1,0,8,71878,2037
-1,0,8,72607,2038
-1,0,8,73646,2039
-1,0,9,2424,2000
-1,0,9,2179,2001
-1,0,9,2079,2002
-1,0,9,1906,2003
-1,0,9,1772,2004
-1,0,9,1701,2005
-1,0,9,1819,2006
-1,0,9,1858,2007
-1,0,9,2066,2008
-1,0,9,2224,2009
-1,0,9,2203,2010
-1,0,9,2211,2011
-1,0,9,2599,2012
-1,0,9,2240,2013
-1,0,9,2450,2014
-1,0,9,2233,2016
-1,0,9,2450,2017
-1,0,9,2450,2018
-1,0,9,2450,2019
-1,0,9,2450,2021
-1,0,9,2450,2022
-1,0,9,2450,2023
-1,0,9,2450,2024
-1,0,9,2450,2026
-1,0,9,2548,2027
-1,0,9,2548,2028
-1,0,9,2548,2029
-1,0,9,2450,2031
-1,0,9,2450,2032
-1,0,9,2450,2033
-1,0,9,2450,2034
-1,0,9,2352,2036
-1,0,9,2352,2037
-1,0,9,2352,2038
-1,0,9,2352,2039
-1,0,10,27611,2000
-1,0,10,29087,2001
-1,0,10,27149,2002
-1,0,10,26093,2003
-1,0,10,26618,2004
-1,0,10,24676,2005
-1,0,10,22992,2006
-1,0,10,25078,2007
-1,0,10,24145,2008
-1,0,10,23908,2009
-1,0,10,22920,2010
-1,0,10,22145,2011
-1,0,10,21457,2012
-1,0,10,20462,2013
-1,0,10,20740,2014
-1,0,10,18201,2016
-1,0,10,22104,2017
-1,0,10,22298,2018
-1,0,10,22493,2019
-1,0,10,22785,2021
-1,0,10,22980,2022
-1,0,10,23272,2023
-1,0,10,23564,2024
-1,0,10,23954,2026
-1,0,10,24148,2027
-1,0,10,24343,2028
-1,0,10,24537,2029
-1,0,10,25122,2031
-1,0,10,25512,2032
-1,0,10,25900,2033
-1,0,10,26388,2034
-1,0,10,27362,2036
-1,0,10,27945,2037
-1,0,10,28530,2038
-1,0,10,29212,2039
-1,0,11,55088,2000
-1,0,11,57690,2001
-1,0,11,54971,2002
-1,0,11,55677,2003
-1,0,11,57190,2004
-1,0,11,59800,2005
-1,0,11,63614,2006
-1,0,11,66594,2007
-1,0,11,68779,2008
-1,0,11,70516,2009
-1,0,11,68710,2010
-1,0,11,71599,2011
-1,0,11,75496,2012
-1,0,11,75850,2013
-1,0,11,72834,2014
-1,0,11,79461,2016
-1,0,11,81792,2017
-1,0,11,84324,2018
-1,0,11,86563,2019
-1,0,11,89971,2021
-1,0,11,91238,2022
-1,0,11,92601,2023
-1,0,11,94158,2024
-1,0,11,97177,2026
-1,0,11,98346,2027
-1,0,11,99514,2028
-1,0,11,100877,2029
-1,0,11,104090,2031
-1,0,11,106135,2032
-1,0,11,108472,2033
-1,0,11,111101,2034
-1,0,11,116846,2036
-1,0,11,119865,2037
-1,0,11,123176,2038
-1,0,11,126973,2039
-1,0,12,104377,2000
-1,0,12,103055,2001
-1,0,12,103693,2002
-1,0,12,107923,2003
-1,0,12,110167,2004
-1,0,12,109092,2005
-1,0,12,111749,2006
-1,0,12,110970,2007
-1,0,12,108010,2008
-1,0,12,98960,2009
-1,0,12,90678,2010
