7025	8939	9921	10320	10400	10719
7026	3820	4062	4243	4280	4425
7100	8368	9642	10230	10348	10819
7205	5116	6121	6749	6874	7376
7206	7343	9978	11006	11212	12034
7315	5658	6396	6817	6901	7237
7316	7240	8348	9012	9144	9676
7320	10676	12714	13648	13835	14582
7335	13728	15353	16177	16341	17000
7340	9020	9726	10200	10295	10674
7415	3972	4653	4993	5061	5334
7425	9674	10869	11389	11493	11909
7435	2799	2848	2957	2979	3066
7436	2091	2028	2103	2118	2179
7515	1878	2563	2822	2874	3081
7525	5765	6324	6762	6849	7199
7526	6168	6591	6741	6771	6891
7535	8519	10731	11526	11686	12322
7537	8549	9246	10160	10343	11074
7605	710	712	741	747	770
7606	1166	1513	1641	1667	1769
7700	3346	3737	4016	4072	4295
7805	6658	7941	8546	8667	9151
7806	1660	2113	2269	2300	2424
7905	7607	9553	10376	10541	11200
8000	4977	5654	6078	6163	6502
8115	11286	12478	13314	13481	14150
8125	6450	7075	7855	8011	8634
8126	4695	6151	6828	6964	7506
8210	3676	9642	10704	10917	11766
8220	7885	10720	11901	12138	13083
8310	11347	14017	15351	15618	16686
8320	3994	4823	5275	5365	5726
8405	5192	5921	6410	6508	6899
8406	565	726	761	768	796
8500	6726	8294	8941	9070	9587
8600	5810	6616	6992	7067	7368
8905	3430	3629	3777	3807	3925
8906	2997	3069	3187	3211	3305
8910	5390	6186	6586	6665	6985
8925	4870	6707	7362	7493	8017
8926	5027	6026	6318	6376	6610
8927	2030	2398	2490	2508	2582
8935	4445	5903	6456	6567	7010
8936	6159	6992	7341	7411	7691
8937	3896	4741	4922	4958	5104
9002	9557	11822	12320	12419	12818
9004	6606	13038	14505	14799	15972
9005	2163	2626	2715	2733	2805
9006	3579	4227	4379	4409	4530
9009	1936	2327	2424	2443	2521
9011	3600	5046	5448	5528	5849
9015	5540	6017	6223	6264	6429
9016	4024	4717	4878	4910	5039
9017	1574	1927	2006	2022	2085
9018	5795	9176	9993	10156	10810
9019	6173	7532	7851	7915	8169
9020	6014	7692	8119	8204	8545
9900	2929	3977	4261	4318	4546
9901	2189	3944	4224	4281	4505
9902	8913	13324	14273	14463	15222
9904	4694	6002	6431	6517	6861
9908	1194	1194	1235	1243	1276
9909	1746	2222	2309	2326	2396
9913	3308	4219	4433	4476	4647
9914	6162	7809	8205	8284	8601
9915	5480	7119	7535	7618	7951
9916	4043	5342	5652	5714	5962
