4606	2938	3761	4045	4102	4332
4607	5442	6985	7482	7582	7979
4706	2153	2523	2699	2734	2873
4810	7016	8904	9680	9835	10454
4820	4180	4836	5256	5341	5678
4900	39759	59709	64698	65695	69687
5010	10078	12758	13883	14108	15008
5020	7404	8655	9361	9503	10067
5100	1619	1835	1880	1889	1924
5205	25913	37692	41190	41888	44687
5305	18219	30416	33893	34590	37373
5306	14905	19944	21912	22307	23884
5415	43858	58711	64702	65900	70693
5425	26961	38470	42630	43462	46789
5426	12596	24329	27290	27882	30251
5515	4224	5909	6589	6724	7268
5525	5419	8398	9462	9675	10528
5535	4722	8058	9132	9345	10203
5545	3271	4746	5282	5389	5816
5546	9434	14808	16567	16918	18326
5600	12412	15540	16544	16746	17547
5715	2365	2724	2929	2968	3130
5716	7254	9730	10499	10651	11265
5720	9310	11005	11821	11984	12637
5815	21432	26214	28487	28941	30761
5825	40446	51851	55721	56495	59592
5826	5569	8198	8810	8932	9424
5915	3315	4466	4806	4874	5146
5916	6505	8241	8850	8973	9461
5925	16829	18803	20118	20381	21434
6010	93580	122726	131112	132789	139499
6020	37676	54293	58190	58970	62087
6113	40613	50861	54202	54870	57543
6114	13994	16754	17982	18228	19212
6115	7321	9122	9807	9943	10492
6123	39287	56045	60440	61320	64835
6124	11823	15584	16778	17017	17971
6125	9098	11010	11881	12056	12752
6126	2704	3618	3875	3928	4134
6213	13099	16448	17737	17993	19023
6214	26162	29796	30762	30956	31729
6215	10264	12295	13235	13423	14174
6216	9945	12028	12852	13019	13678
6223	5858	7783	8401	8524	9018
6224	5752	7772	8369	8489	8968
6225	13493	15166	16306	16532	17444
6226	5781	7471	8038	8151	8604
6316	16973	20550	22213	22545	23875
6325	5801	7508	8103	8221	8697
6326	9086	11112	12006	12184	12900
6410	12785	15877	16904	17110	17933
6420	7833	9664	10215	10325	10766
6505	3627	4520	4814	4875	5112
6506	3997	4631	4876	4924	5118
6605	2210	3091	3392	3453	3693
6606	1064	1778	2022	2070	2266
6900	1439	1853	2016	2048	2178
6910	1835	2370	2533	2564	2696
6930	3425	3639	3693	3704	3748
7015	3974	4849	4967	4991	5085
7025	8709	9661	10007	10075	10352
7026	1695	1930	2010	2028	2091
7100	7730	9656	10583	10767	11509
7205	5045	6727	7533	7693	8338
7206	10809	15426	17583	18016	19742
7315	3657	4504	4954	5044	5405
7316	3231	4976	5359	5436	5741
7320	6871	8042	8395	8464	8747
7335	8979	11095	11725	11850	12355
7340	3062	3832	4185	4256	4537
7415	10681	12066	13270	13511	14474
7425	3541	4525	4679	4710	4833
7435	3704	4832	5511	5646	6189
7436	1796	2413	2658	2707	2903
7515	6394	8960	10257	10516	11555
7525	1768	2336	2567	2614	2801
7526	7823	9030	9517	9614	10005
7535	4764	6143	6725	6841	7309
7537	13208	17949	20122	20556	22295
7605	936	1096	1174	1190	1252
7606	849	1039	1147	1171	1259
7700	3711	4694	5117	5201	5538
7805	2232	2692	2851	2883	3010
7806	1343	1663	1828	1862	1993
7905	4332	6302	6976	7111	7651
8000	36908	35762	39684	40468	43608
8115	8677	11976	13247	13500	14518
8125	4337	6345	7025	7159	7701
8126	4911	8094	9018	9203	9944
8210	14500	29669	32786	33409	35903
8220	15471	17130	18952	19316	20776
8310	7567	13557	16007	16497	18460
8320	5684	8507	9975	10269	11444
8405	946	1016	1138	1163	1260
8406	214	386	429	438	472
8500	6926	12632	15222	15739	17812
8600	8597	10645	11638	11835	12628
8905	1133	1151	1209	1220	1267
8906	1226	1459	1534	1548	1608
8910	1906	2954	3363	3445	3771
8925	1830	2974	3374	3454	3776
8926	1425	1977	2145	2178	2312
8927	1256	1475	1570	1588	1663
8935	4054	5714	6341	6467	6968
8936	2685	3543	3972	4060	4404
8937	7489	11260	11949	12087	12639
9002	7885	11733	12635	12805	13485
9004	3813	4085	4283	4318	4462
9005	397	415	411	411	408
9006	1134	1482	1534	1542	1572
9009	2268	2235	2231	2230	2228
9011	5023	5730	6059	6124	6380
9015	1460	1395	1385	1384	1378
9016	1621	1811	1881	1895	1951
9017	405	432	440	441	446
9018	10266	16327	17823	18113	19274
9019	4455	5481	5599	5621	5709
9020	2503	3350	3550	3587	3735
9900	1541	2103	2207	2227	2310
9901	3078	4053	4219	4251	4374
9902	24611	30199	31425	31663	32618
9904	5489	6912	7248	7315	7578
9908	7188	7171	7160	7158	7148
9909	1001	1295	1346	1353	1380
9913	4804	5949	6218	6271	6474
9914	3283	3782	3960	3990	4111
9915	3051	4991	5411	5491	5812
9916	2141	2895	3148	3196	3389
